ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl010143426;vase;;"-1550 / -1150  (Bronze récent ; Mycénien)";"AO 18641";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe IV";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 16 Céramique d'importation";
cl010143430;vase;;"-1550 / -1100  (Mycénien)";"AO 18645";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe IV";"non exposé";
cl010143432;vase;;"-1550 / -1100  (Mycénien)";"AO 18647; RS 6.117";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010143433;poids;;;"AO 18648; RS 5001";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010143580;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 18846; RS 6.174";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"non exposé";
cl010143875;"masque ; incrustation de meuble";;"-1550 / -1150  (Bronze récent)";"AO 19115; RS 8.57";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Ouest";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 6 Techniques : matières vitreuses et animales";
cl010143964;"sceau cylindre";;"-1550 / -1150  (Bronze récent)";"AO 19177; RS 8.236";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"non exposé";
cl010143972;vase;;"-1800 / -1600  (Bronze moyen III)";"AO 19185; RS 8.445";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe XXXVI";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 15 Ras Shamra-Ougarit : la céramique locale";
cl010143980;vase;;"-1550 / -1100  (Mycénien)";"AO 19193; RS 8.417";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe XXXVII";"non exposé";
cl010143981;vase;;"-1550 / -1150  (Bronze récent)";"AO 19194; RS 8.497";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe XXXVII";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 15 Ras Shamra-Ougarit : la céramique locale";
cl010143984;vase;;"-1550 / -1150  (Bronze récent)";"AO 19197; RS 8.411";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe XXXVII";"non exposé";
cl010143986;vase;;"-2100 / -1150  (Bronze moyen ; Bronze récent)";"AO 19199; RS 8.426 a; RS 8.426 b";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe XXXVII";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 13 Albâtre";
cl010143990;vase;;"-1400 / -1200  (Bronze récent II ; Mycénien)";"AO 19202; RS 9418";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe XXXVII";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 16 Céramique d'importation";
cl010143991;vase;;"-1550 / -1150  (Bronze récent [?])";"AO 19203; RS 8425";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe XXXVII";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 15 Ras Shamra-Ougarit : la céramique locale";
cl010144022;vase;;"-2100 / -1550  (Bronze moyen)";"AO 19248; RS 9.904";"Département des Antiquités orientales";"Place of creation : Chypre / Place of discovery : Ras Shamra ville basse Est";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 15 Ras Shamra-Ougarit : la céramique locale";
cl010144066;"scarabée ; amulette ; cachet";;"-1700 / -1550  (Bronze moyen III)";"AO 19304; RS 9.440";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe LIII";"non exposé";
cl010144083;bandeau;;;"AO 19321; RS 9717";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe LVI";"non exposé";
cl010144096;épingle;;"-3300 / -1150  (Bronze)";"AO 19333";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe LV";"non exposé";
cl010144136;vase;;;"AO 19375; RS 9534";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe LVII";"non exposé";
cl010144146;vase;;"-1550 / -1150  (Bronze récent)";"AO 19383; RS 9.390";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe LVII";"non exposé";
cl010144174;"sceau cylindre";;"-1550 / -1150  (Bronze récent)";"AO 19408; RS 9.273";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Ouest";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 18 Glyptique";
cl010144175;"sceau cylindre";;"-1550 / -1150  (Bronze récent)";"AO 19409; RS 9.030";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Est";"non exposé";
cl010144189;"sceau cylindre";;"-1900 / -1700  (Bronze moyen)";"AO 19423; RS 9.888";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe LVII";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 18 Glyptique";
cl010144652;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 19943; RS 11.787";"Département des Antiquités orientales";"Place of discovery : Ras Shamra palais royal";"non exposé";
cl010144665;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 19955; RS 8.333";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Est";"non exposé";
cl010144667;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 19957; RS 8.207";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Est";"non exposé";
cl010144671;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 19960; RS 11.794";"Département des Antiquités orientales";"Place of discovery : Ras Shamra palais royal";"non exposé";
cl010144673;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 19962; RS 8.183";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 12 Littérature et mythologie";
cl010144678;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 19967; RS 8.280";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Est";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 14 Relations internationales";
cl010144679;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 19968; RS 11.717; RS 11.715; AO 19982; AO 19990; RS 11.719; RS 11.731";"Département des Antiquités orientales";"Place of discovery : Ras Shamra palais royal";"non exposé";
cl010144684;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 19972; 11.796";"Département des Antiquités orientales";"Place of discovery : Ras Shamra palais royal";"non exposé";
cl010144686;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 19974; RS 11.795";"Département des Antiquités orientales";"Place of discovery : Ras Shamra palais royal";"non exposé";
cl010144689;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 19977; RS 10.103";"Département des Antiquités orientales";"Place of discovery : Ras Shamra butte Nord Ouest du tell";"non exposé";
cl010144692;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 19980; RS 11.784";"Département des Antiquités orientales";"Place of discovery : Ras Shamra palais royal";"non exposé";
cl010144696;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 19984; RS 11.800; RS 11.800 [bis]";"Département des Antiquités orientales";"Place of discovery : Ras Shamra palais royal";"non exposé";
cl010144704;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 19991; RS 8.279";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Est";"non exposé";
cl010144719;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 20005; RS 10.089";"Département des Antiquités orientales";"Place of discovery : Ras Shamra butte Nord Ouest du tell";"non exposé";
cl010145083;vase;;"vers -1600";"AO 20368; RS 9.809";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe LVII";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 15 Ras Shamra-Ougarit : la céramique locale";
cl010145094;vase;;"-1279 / -1213  (Bronze récent II ; Nouvel Empire : Ramses II)";"AO 20378; RS 11.848";"Département des Antiquités orientales";"Place of discovery : Ras Shamra palais royal";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 13 Albâtre";
cl010145110;"plaque de puisard";;"-1550 / -1150  (Bronze récent)";"AO 20392; RS 11.847";"Département des Antiquités orientales";"Place of discovery : Ras Shamra palais royal";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 10 Métal";
cl010149741;pendeloque;;;"AO 25064";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010149852;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 25170; RS 12.075 A";"Département des Antiquités orientales";"Place of discovery : Ras Shamra palais royal";"non exposé";
cl010150512;"sceau cylindre";;"-1800 / -1600  (Bronze moyen)";"AO 26127; RS 11.206";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Ouest";"non exposé";
cl010151194;vase;;"-1550 / -1150  (Bronze récent)";"AO 26753";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe IV";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 15 Ras Shamra-Ougarit : la céramique locale";
cl010151460;vase;;"-1279 / -1213  (Bronze récent II ; Nouvel Empire : Ramses II)";"AO 27126; RS 1-11.[115]";"Département des Antiquités orientales";"Place of discovery : Ras Shamra butte Nord Ouest du tell (?)";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 13 Albâtre";
cl010151893;boîte;;"-1400 / -1200  (Bronze récent II)";"AO 27600; RS 1.[100]";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe III";"non exposé";
cl010152323;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 28064; RS 5.262";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 17 Administration";
cl010201013;faucille;;;"AO 14756; RS 3.91";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010239181;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 17317 A; RS 2.[028]";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"non exposé";
cl010239183;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 17317 C; RS 2.[030]";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"non exposé";
cl010361209;tablette;;"-1550 / -1150  (Bronze récent)";"AO 17325; WCT102134; L.84; RS 3.340";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"non exposé";
cl010434601;"perle ; poids";;;"AO 19338 2; 9689 A";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe LVII";"non exposé";
cl010459153;tablette;;"-1550 / -1150  (Bronze récent)";"AO 19998 A; RS 5.274";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"non exposé";
cl010119658;poids;;"-1400 / -1200  (Bronze récent II)";"AO 11662";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe III";"non exposé";
cl010119660;poids;;"-1400 / -1200  (Bronze récent II)";"AO 11675";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 17 Administration";
cl010119666;poids;;"-1400 / -1200  (Bronze récent II)";"AO 15766; RS 4...";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe VI";"non exposé";
cl010119673;poids;;"-1400 / -1200  (Bronze récent II)";"AO 19086; RS 8.046";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Ouest";"non exposé";
cl010119677;poids;;"-1400 / -1200  (Bronze récent II)";"AO 19090; RS 8.047";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Ouest";"non exposé";
cl010119681;poids;;"-1400 / -1200  (Bronze récent II)";"AO 19104; RS 8.307";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Est";"non exposé";
cl010119685;poids;;"-1400 / -1200  (Bronze récent II)";"AO 19109; RS 8.212";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Est";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 17 Administration";
cl010119686;poids;;"-1400 / -1200  (Bronze récent II)";"AO 19120; RS 8.276";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Ouest";"non exposé";
cl010119693;poids;;"-1400 / -1200  (Bronze récent II)";"AO 19278; RS 9.044";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Est";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 17 Administration";
cl010119694;poids;;"-1400 / -1200  (Bronze récent II)";"AO 19279; RS 9.042";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Est";"non exposé";
cl010120038;boîte;;"-1200 / -1150  (Bronze récent III)";"AO 15729; RS 4.197";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe VI";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 7 Ras-Shamra : les objets de luxe";
cl010120072;vase;;"-1200 / -1150  (Bronze récent III)";"AO 11726";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe IV";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 7 Ras-Shamra : les objets de luxe";
cl010120081;vase;;"-1200 / -1150  (Bronze récent III)";"AO 14917";"Département des Antiquités orientales";"Place of discovery : Minet el Beida dépôt 213";"non exposé";
cl010120082;vase;;"-1200 / -1150  (Bronze récent III)";"AO 14918";"Département des Antiquités orientales";"Place of discovery : Minet el Beida dépôt 213";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 7 Ras-Shamra : les objets de luxe";
cl010120089;vase;;"-1200 / -1150  (Bronze récent III)";"AO 15732; RS 4.200; RS 4.112";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe VI";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 7 Ras-Shamra : les objets de luxe";
cl010120090;vase;;"-1200 / -1150  (Bronze récent III)";"AO 15734";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe VI";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 7 Ras-Shamra : les objets de luxe";
cl010120091;vase;;"-1200 / -1150  (Bronze récent III)";"AO 15749; RS 4.216";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe VI";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 7 Ras-Shamra : les objets de luxe";
