isf_assigned_text_number	text_or_publication_number_note	text_descriptive_title	text_description	is_part_of_corpus1	category	location_of_original
ISF_TXT_07384	KTU 4.579; KTU2 4.579; KTU3 4.579; CTU 4.579; CAT 4.579; RS 18.519	Record, quantities of copper Ugaritic Tablet KTU 4.579		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07385	KTU 4.580; KTU2 4.580; KTU3 4.580; CTU 4.580; CAT 4.580; RS 18.520	Content Uncertain	Ugaritic Tablet KTU 4.580	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07386	KTU 4.581; KTU2 4.581; KTU3 4.581; CTU 4.581; CAT 4.581; RS 18.511; RS 18.521	List, persons, some of them with their respective heirs	Ugaritic Tablet KTU 4.581	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07387	KTU 4.582; KTU2 4.582; KTU3 4.582; CTU 4.582; CAT 4.582; RS 18.522	Record, teams of horses belonging to individuals?	Ugaritic Tablet KTU 4.582	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07388	KTU 4.583; KTU2 4.583; KTU3 4.583; CTU 4.583; CAT 4.583; RS 18.524	List of PNs	Ugaritic Tablet KTU 4.583	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07389	KTU 4.584; KTU2 4.584; KTU3 4.584; CTU 4.584; CAT 4.584; RS 18.525	List, persons with numbers	Ugaritic Tablet KTU 4.584	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07390	KTU 4.585; KTU2 4.585; KTU3 4.585; CTU 4.585; CAT 4.585; RS 18.526	Record, draught animals	Ugaritic Tablet KTU 4.585	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07391	KTU 4.586; KTU2 4.586; KTU3 4.586; CTU 4.586; CAT 4.586; RS 18.527	Record, teams of draught animals belonging to individuals	Ugaritic Tablet KTU 4.586	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07392	KTU 4.587; KTU2 4.587; KTU3 4.587; CTU 4.587; CAT 4.587; RS 18.529	Content Uncertain, PNs	Ugaritic Tablet KTU 4.587	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07393	KTU 4.588; KTU2 4.588; KTU3 4.588; CTU 4.588; CAT 4.588; RS 18.530	List, persons with numbers	Ugaritic Tablet KTU 4.588	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07394	KTU 4.589; KTU2 4.589; KTU3 4.589; CTU 4.589; CAT 4.589; RS 18.531	Record, teams of horses	Ugaritic Tablet KTU 4.589	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07395	KTU 4.590; KTU2 4.590; KTU3 4.590; CTU 4.590; CAT 4.590; RS 18.532	Content Uncertain, PNs	Ugaritic Tablet KTU 4.590	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07396	KTU 4.591; KTU2 4.591; KTU3 4.591; CTU 4.591; CAT 4.591; RS 18.533	Content Uncertain	Ugaritic Tablet KTU 4.591	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07397	KTU 4.592; KTU2 4.592; KTU3 4.592; CTU 4.592; CAT 4.592; RS 18.535	Content Uncertain	Ugaritic Tablet KTU 4.592	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07398	KTU 4.593; KTU2 4.593; KTU3 4.593; CTU 4.593; CAT 4.593; RS 18.536	List of PNs	Ugaritic Tablet KTU 4.593	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07399	KTU 4.594; KTU2 4.594; KTU3 4.594; CTU 4.594; CAT 4.594; RS 18.538	Record, miscellaneous items Ugaritic Tablet KTU 4.594		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07400	KTU 4.596; KTU2 4.596; KTU3 4.596; CTU 4.596; CAT 4.596; RS 18.541	Content Uncertain, PNs	Ugaritic Tablet KTU 4.596	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07401	KTU 4.597; KTU2 4.597; KTU3 4.597; CTU 4.597; CAT 4.597; RS 18.542	List, persons with quantities of silver	Ugaritic Tablet KTU 4.597	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07402	KTU 4.598; KTU2 4.598; KTU3 4.598; CTU 4.598; CAT 4.598; RS 18.543	Record, quantity of silver	Ugaritic Tablet KTU 4.598	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07403	KTU 4.599; KTU2 4.599; KTU3 4.599; CTU 4.599; CAT 4.599; RS 18.545	Content Uncertain, PNs	Ugaritic Tablet KTU 4.599	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07404	KTU 4.600; KTU2 4.600; KTU3 4.600; CTU 4.600; CAT 4.600; RS 18.546	List, fields	Ugaritic Tablet KTU 4.600	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07405	KTU 4.601; KTU2 4.601; KTU3 4.601; CTU 4.601; CAT 4.601; RS 18.550	Content Uncertain, PNs	Ugaritic Tablet KTU 4.601	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07406	KTU 4.603; KTU2 4.603; KTU3 4.603; CTU 4.603; CAT 4.603; RS 18.552	Content Uncertain, PNs	Ugaritic Tablet KTU 4.603	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07407	KTU 4.604; KTU2 4.604; KTU3 4.604; CTU 4.604; CAT 4.604; RS 18.554	Content Uncertain, PNs	Ugaritic Tablet KTU 4.604	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07408	KTU 4.605; KTU2 4.605; KTU3 4.605; CTU 4.605; CAT 4.605; RS 18.555	List, persons, some of them with their respective heirs	Ugaritic Tablet KTU 4.605	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07409	KTU 4.606; KTU2 4.606; KTU3 4.606; CTU 4.606; CAT 4.606; RS 18.557	List, persons with numbers	Ugaritic Tablet KTU 4.606	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07410	KTU 4.607; KTU2 4.607; KTU3 4.607; CTU 4.607; CAT 4.607; RS 19.003; DO 4990	Scribal exercise, PNN?	Ugaritic Tablet KTU 4.607	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07411	KTU 4.608; KTU2 4.608; KTU3 4.608; CTU 4.608; CAT 4.608; RS 19.014; DO 5001	Obverse: record, miscellaneous items: metals, flour, grain?; Reverse: Content uncertain; Scribal exercise?	Ugaritic Tablet KTU 4.608	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07412	KTU 4.609; KTU2 4.609; KTU3 4.609; CTU 4.609; CAT 4.609; RS 19.016; DO 5003	Record, monthly distribution of barley rations to royal servants grouped by function and trade/profession	Ugaritic Tablet KTU 4.609	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07413	KTU 4.610; KTU2 4.610; KTU3 4.610; CTU 4.610; CAT 4.610; RS 19.017; DO 5004	List of towns, obverse, individuals and trades/professions, reverse, with quantities of silver	Ugaritic Tablet KTU 4.610	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07414	KTU 4.611; KTU2 4.611; KTU3 4.611; CTU 4.611; CAT 4.611; RS 19.018; DO 5005	List, persons grouped by place of residence, with numbers and indication of persons missing	Ugaritic Tablet KTU 4.611	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07415	KTU 4.612; KTU2 4.612; KTU3 4.612; CTU 4.612; CAT 4.612; RS 19.018 [A]	Content Uncertain, PNN	Ugaritic Tablet KTU 4.612	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07416	KTU 4.613; KTU2 4.613; KTU3 4.613; CTU 4.613; CAT 4.613; RS 19.018 [B]	List, persons with numbers and indication of persons missing	Ugaritic Tablet KTU 4.613	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07417	KTU 4.614; KTU2 4.614; KTU3 4.614; CTU 4.614; CAT 4.614; RS 19.019 [B]	Content Uncertain, PNN	Ugaritic Tablet KTU 4.614	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07418	KTU 4.615; KTU2 4.615; KTU3 4.615; CTU 4.615; CAT 4.615; RS 19.021; DO 5008	Content Uncertain, PNN	Ugaritic Tablet KTU 4.615	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07419	KTU 4.616; KTU2 4.616; KTU3 4.616; CTU 4.616; CAT 4.616; RS 19.037; DO 5024	List, persons and one town with numbers of cattle	Ugaritic Tablet KTU 4.616	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07420	KTU 4.617; KTU2 4.617; KTU3 4.617; CTU 4.617; CAT 4.617; RS 19.044; DO 5031	List, persons with numbers	Ugaritic Tablet KTU 4.617	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07421	KTU 4.618; KTU2 4.618; KTU3 4.618; CTU 4.618; CAT 4.618; RS 19.045; DO 5032	Record, teams of oxen, ploughmen and other personnel by royal farm or town	Ugaritic Tablet KTU 4.618	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07422	KTU 4.619; KTU2 4.619; KTU3 4.619; CTU 4.619; CAT 4.619; RS 19.047; DO 5034	Content Uncertain, PNN	Ugaritic Tablet KTU 4.619	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07423	KTU 4.620; KTU2 4.620; KTU3 4.620; CTU 4.620; CAT 4.620; RS 19.048 [C]	Content Uncertain	Ugaritic Tablet KTU 4.620	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07424	KTU 4.621; KTU2 4.621; KTU3 4.621; CTU 4.621; CAT 4.621; RS 19.048 [A]; DO 5035 [A]	List, towns	Ugaritic Tablet KTU 4.621	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07425	KTU 4.622; KTU2 4.622; KTU3 4.622; CTU 4.622; CAT 4.622; RS 19.048 [B]; DO 5035 [B]	List, towns	Ugaritic Tablet KTU 4.622	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07426	KTU 4.623; KTU2 4.623; KTU3 4.623; CTU 4.623; CAT 4.623; RS 19.049 [B]; DO 5036 [B]	List, persons grouped by trade/profession	Ugaritic Tablet KTU 4.623	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07427	KTU 4.624; KTU2 4.624; KTU3 4.624; CTU 4.624; CAT 4.624; RS 19.049 [A ]+ [C]; DO 5036 [A]	List, persons grouped by trade/profession with quantities of weapons	Ugaritic Tablet KTU 4.624	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07428	KTU 4.625; KTU2 4.625; KTU3 4.625; CTU 4.625; CAT 4.625; RS 19.052; DO 5039	Record, quantities of agricultural tools and numbers of working personnel by place of residence and royal farm	Ugaritic Tablet KTU 4.625	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07429	KTU 4.626; KTU2 4.626; KTU3 4.626; CTU 4.626; CAT 4.626; RS 19.056; DO 5043	Record, quantities of metal, dyes, and textiles requested by particular craftsman	Ugaritic Tablet KTU 4.626	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07430	KTU 4.627; KTU2 4.627; KTU3 4.627; CTU 4.627; CAT 4.627; RS 19.058; DO 5045	Record	Ugaritic Tablet KTU 4.627	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07431	KTU 4.628; KTU2 4.628; KTU3 4.628; CTU 4.628; CAT 4.628; RS 19.060; DO 5047	List, PNN	Ugaritic Tablet KTU 4.628	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07432	KTU 4.629; KTU2 4.629; KTU3 4.629; CTU 4.629; CAT 4.629; RS 19.061; DO 5048	List, towns	Ugaritic Tablet KTU 4.629	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_01505	KTU 4.63; KTU2 4.63; CTU 4.63; CAT 4.63; RS 10.052; A 2824; CTA 119; M 8225	list of names and weapons by area	list of names	Ugaritic Texts	Economic Texts	Archaeological Museum, Aleppo, Syria
ISF_TXT_07433	KTU 4.630; KTU2 4.630; KTU3 4.630; CTU 4.630; CAT 4.630; RS 19.062; DO 5067	Record, craftsmen receiving wool and garments	Ugaritic Tablet KTU 4.630	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07434	KTU 4.631; KTU2 4.631; KTU3 4.631; CTU 4.631; CAT 4.631; RS 19.072; DO 5057	Record, transfer of land holdings	Ugaritic Tablet KTU 4.631	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07435	KTU 4.633; KTU2 4.633; KTU3 4.633; CTU 4.633; CAT 4.633; RS 19.086 A; DO 5068	List, persons grouped by trade/profession	Ugaritic Tablet KTU 4.633	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07436	KTU 4.634; KTU2 4.634; KTU3 4.634; CTU 4.634; CAT 4.634; RS 19.086 B; DO 5068	Content uncertain, gentilic names	Ugaritic Tablet KTU 4.634	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07437	KTU 4.635; KTU2 4.635; KTU3 4.635; CTU 4.635; CAT 4.635; RS 19.096; DO 5076	List, persons, some of them aliens or assigned to the royal authorities	Ugaritic Tablet KTU 4.635	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07438	KTU 4.636; KTU2 4.636; KTU3 4.636; CTU 4.636; CAT 4.636; RS 19.097; DO 5077	Record, total quantities of grain by royal farm, supplied for food and fodder	Ugaritic Tablet KTU 4.636	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07439	KTU 4.638; KTU2 4.638; KTU3 4.638; CTU 4.638; CAT 4.638; RS 19.100 B	Record, transfer of land holdings	Ugaritic Tablet KTU 4.638	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07440	KTU 4.639; KTU2 4.639; KTU3 4.639; CTU 4.639; CAT 4.639; RS 19.100 C	Content Uncertain	Ugaritic Tablet KTU 4.639	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07441	KTU 4.640; KTU2 4.640; KTU3 4.640; CTU 4.640; CAT 4.640; RS 19.100 D	Content Uncertain	Ugaritic Tablet KTU 4.640	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07442	KTU 4.641; KTU2 4.641; KTU3 4.641; CTU 4.641; CAT 4.641; RS 19.100 E	Content Uncertain	Ugaritic Tablet KTU 4.641	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07443	KTU 4.642; KTU2 4.642; KTU3 4.642; CTU 4.642; CAT 4.642; RS 19.103; DO 5082	Record, transfer of land holdings? for the benefit of a particular religious group	Ugaritic Tablet KTU 4.642	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07444	KTU 4.643; KTU2 4.643; KTU3 4.643; CTU 4.643; CAT 4.643; RS 19.105; DO 5084	List, persons and their place of residence	Ugaritic Tablet KTU 4.643	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07445	KTU 4.645; KTU2 4.645; KTU3 4.645; CTU 4.645; CAT 4.645; RS 19.109; DO 5087	List, fields	Ugaritic Tablet KTU 4.645	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07446	KTU 4.646; KTU2 4.646; KTU3 4.646; CTU 4.646; CAT 4.646; RS 19.123; DO 5099	List, persons with numbers	Ugaritic Tablet KTU 4.646	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07447	KTU 4.647; KTU2 4.647; KTU3 4.647; CTU 4.647; CAT 4.647; RS 19.126; DO 5102	List, persons owning/chartering ships	Ugaritic Tablet KTU 4.647	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07448	KTU 4.648; KTU2 4.648; KTU3 4.648; CTU 4.648; CAT 4.648; RS 19.136; DO 5111	List, persons and their place of residence	Ugaritic Tablet KTU 4.648	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07449	KTU 4.649; KTU2 4.649; KTU3 4.649; CTU 4.649; CAT 4.649; RS 19.140 D	List, PNN	Ugaritic Tablet KTU 4.649	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_01506	KTU 4.65; KTU2 4.65; CTU 4.65; CAT 4.65; RS 11.602; A 2813; CTA 88; M 3379	list of names of ploughmen	list of names	Ugaritic Texts	Economic Texts	Archaeological Museum, Aleppo, Syria
ISF_TXT_07450	KTU 4.650; KTU2 4.650; KTU3 4.650; CTU 4.650; CAT 4.650; RS 19.140 E	Content Uncertain, PNN	Ugaritic Tablet KTU 4.650	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07451	KTU 4.651; KTU2 4.651; KTU3 4.651; CTU 4.651; CAT 4.651; RS 19.140 F	List, PNN	Ugaritic Tablet KTU 4.651	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07452	KTU 4.652; KTU2 4.652; KTU3 4.652; CTU 4.652; CAT 4.652; RS 19.140 G	Content Uncertain	Ugaritic Tablet KTU 4.652	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07453	KTU 4.653; KTU2 4.653; KTU3 4.653; CTU 4.653; CAT 4.653; RS 19.140 H	Content Uncertain, PNN	Ugaritic Tablet KTU 4.653	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07454	KTU 4.654; KTU2 4.654; KTU3 4.654; CTU 4.654; CAT 4.654; RS 19.140 I	Content Uncertain	Ugaritic Tablet KTU 4.654	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07455	KTU 4.655; KTU2 4.655; KTU3 4.655; CTU 4.655; CAT 4.655; RS 19.158 A	List, persons with numbers	Ugaritic Tablet KTU 4.655	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07456	KTU 4.656; KTU2 4.656; KTU3 4.656; CTU 4.656; CAT 4.656; RS 19.161; DO 5153	Content uncertain, reference to troops	Ugaritic Tablet KTU 4.656	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07457	KTU 4.657; KTU2 4.657; KTU3 4.657; CTU 4.657; CAT 4.657; RS 19.164	Content Uncertain	Ugaritic Tablet KTU 4.657	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07458	KTU 4.658; KTU2 4.658; KTU3 4.658; CTU 4.658; CAT 4.658; RS 19.165; DO 5132	List, persons with quantities of silver	Ugaritic Tablet KTU 4.658	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_01507	KTU 4.66; KTU2 4.66; CTU 4.66; CAT 4.66; RS 11.656; A 2811; CTA 116; M 3377	list of artisans with numbers	list of artisans	Ugaritic Texts	Economic Texts	Archaeological Museum, Aleppo, Syria
ISF_TXT_07459	KTU 4.661; KTU2 4.661; KTU3 4.661; CTU 4.661; CAT 4.661; RS 19.167 A	Content Uncertain, GNs	Ugaritic Tablet KTU 4.661	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07460	KTU 4.662; KTU2 4.662; KTU3 4.662; CTU 4.662; CAT 4.662; RS 19.167 D	List, PNN	Ugaritic Tablet KTU 4.662	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07461	KTU 4.664; KTU2 4.664; KTU3 4.664; CTU 4.664; CAT 4.664; RS 19.168; DO 5134	Record	Ugaritic Tablet KTU 4.664	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07462	KTU 4.665; KTU2 4.665; KTU3 4.665; CTU 4.665; CAT 4.665; RS 19.169; DO 5135	Record, paid amounts	Ugaritic Tablet KTU 4.665	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07463	KTU 4.666; KTU2 4.666; KTU3 4.666; CTU 4.666; CAT 4.666; RS 19.170; DO 5136	List, persons with numbers, some of them with their respective heirs	Ugaritic Tablet KTU 4.666	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07464	KTU 4.667; KTU2 4.667; KTU3 4.667; CTU 4.667; CAT 4.667; RS 19.171; DO 5137	Record, paid amounts	Ugaritic Tablet KTU 4.667	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07465	KTU 4.668; KTU2 4.668; KTU3 4.668; CTU 4.668; CAT 4.668; RS 19.172; DO 5138	Content Uncertain, PNN	Ugaritic Tablet KTU 4.668	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07466	KTU 4.669; KTU2 4.669; KTU3 4.669; CTU 4.669; CAT 4.669; RS 19.174 A	Content Uncertain, PNN	Ugaritic Tablet KTU 4.669	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07467	KTU 4.671; KTU2 4.671; KTU3 4.671; CTU 4.671; CAT 4.671; RS 19.174 D	Content Uncertain	Ugaritic Tablet KTU 4.671	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07468	KTU 4.672; KTU2 4.672; KTU3 4.672; CTU 4.672; CAT 4.672; RS 19.174 E	List, PNN	Ugaritic Tablet KTU 4.672	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07469	KTU 4.673; KTU2 4.673; KTU3 4.673; CTU 4.673; CAT 4.673; RS 19.174 F	Content Uncertain	Ugaritic Tablet KTU 4.673	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07470	KTU 4.674; KTU2 4.674; KTU3 4.674; CTU 4.674; CAT 4.674; RS 19.174 G	Content Uncertain	Ugaritic Tablet KTU 4.674	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07471	KTU 4.675; KTU2 4.675; KTU3 4.675; CTU 4.675; CAT 4.675; RS 19.174 H	Content Uncertain	Ugaritic Tablet KTU 4.675	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07472	KTU 4.676; KTU2 4.676; KTU3 4.676; CTU 4.676; CAT 4.676; RS 19.174 I	Content Uncertain	Ugaritic Tablet KTU 4.676	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07473	KTU 4.677; KTU2 4.677; KTU3 4.677; CTU 4.677; CAT 4.677; RS 19.175; DO 5139	Content Uncertain	Ugaritic Tablet KTU 4.677	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07474	KTU 4.678; KTU2 4.678; KTU3 4.678; CTU 4.678; CAT 4.678; RS 19.176; DO 5140	List, PNN	Ugaritic Tablet KTU 4.678	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_07475	KTU 4.679; KTU2 4.679; KTU3 4.679; CTU 4.679; CAT 4.679; RS 19.177; DO 5141	List, PNN	Ugaritic Tablet KTU 4.679	Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
